rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
1468,25547,Levelle Bailey,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,5.9
1469,28211,Miles Scott,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.8
1470,16815,Ameer Abdullah,JAX,RB,17,0.0,0.0,0.0,13.7,0.1,1.9,13.6,0.1,0.0,0.0,0.0,0.0,0.3,5.8
1471,24857,Otis Reese,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,5.8
1472,24339,Jake Bobo,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,2.7,31.2,0.0,0.0,0.0,0.0,0.0,0.3,5.8
1473,26156,Kain Medrano,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,5.8
1474,26565,Donovan McMillon,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,5.8
1475,26644,Easton Mascarenas-Arnold,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,5.8
1476,26110,Alijah Clark,DAL,S,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.7
1477,28332,Erick Hunter,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.7
1478,22956,Jon Rhattigan,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.7
1479,23644,Stone Smartt,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.3,5.7
1480,22199,Kristian Welch,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,5.7
1481,26669,Nick Jackson,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.7
1482,23258,Drake Jackson,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.3,5.6
1483,25904,Kalel Mullings,TEN,RB,17,0.0,0.0,0.0,20.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,5.6
1484,26137,Carson Bruener,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,5.6
1485,24131,Noah Sewell,CHI,LB,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,5.5
1486,28077,Kaleb Proctor,ARI,DT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.4,5.5
1487,24417,Andre Jones Jr.,BUF,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,0.3,5.5
1488,25237,Maema Njongmeta,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.5
1489,25337,Jamal Hill,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.3,5.5
1490,25169,Javontae Jean-Baptiste,WAS,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.3,5.5
1491,22784,Chazz Surratt,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.5
1492,24988,Chris Braswell,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,5.5
1493,25680,Jackson Sirmon,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.5
1494,24544,Reese Taylor,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.5
1495,26650,Jared Bartlett,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.4
1496,23784,Josh Ross,MIN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,5.4
1497,21449,Luke Gifford,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,5.4
1498,28101,Karson Sharar,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,5.4
1499,26515,Keonta Jenkins,BUF,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.4
1500,26103,Jordan Watkins,SF,WR,17,0.0,0.0,0.0,0.0,0.0,2.4,29.8,0.0,0.0,0.0,0.0,0.0,0.3,5.4
1501,25965,Elliott Brown,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.4
1502,24219,Drew Sanders,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.3,5.4
1503,20271,Elijah Campbell,NYG,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.3
1504,27015,Max Llewellyn,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.3
1505,26310,Johnny Walker Jr.,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.3
1506,18033,Miles Killebrew,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.3
1507,24266,Nick Hampton,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,5.3
1508,23429,Tycen Anderson,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.2
1509,26621,Ale Kaho,WAS,LB,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.3,5.2
1510,26360,John Bullock,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,5.2
1511,24373,Kenny McIntosh,SEA,RB,17,0.0,0.0,0.0,16.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,5.2
1512,24552,Kahlef Hailassie,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.2
1513,25694,Elias Neal,LAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.2
1514,24099,Clark Phillips III,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,5.2
1515,22004,Isaiah Simmons,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1
1516,27007,Deven Eastern,SEA,NT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,5.1
1517,25162,Adisa Isaac,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.3,5.0
1518,26205,Kaimon Rucker,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.3,5.0
1519,23003,Curtis Robinson,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.0
1520,25144,Devin Culp,TB,TE,17,0.0,0.0,0.0,0.0,0.0,2.2,21.9,0.1,0.0,0.0,0.0,0.0,0.3,5.0
1521,26874,Jacob Roberts,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.0
1522,25033,Bralen Trice,ATL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.3,4.9
1523,24448,Tyrus Wheat,DAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.0,0.3,4.9
1524,26460,Branson Combs,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,4.9
1525,24425,Caleb Murphy,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.9
1526,21890,Trevis Gipson,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.9
1527,24034,Ja'Marcus Ingram,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,4.9
1528,25926,Xavier Restrepo,TEN,WR,17,0.0,0.0,0.0,6.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.3,4.8
1529,26184,Tyler Batty,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.3,4.8
1530,24273,Eku Leota,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.8
1531,26466,Cam'Ron Silmon-Craig,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.8
1532,23536,Chance Campbell,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.8
1533,26885,Deontae Lawson,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.8
1534,26189,Fadil Diggs,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,4.7
1535,24250,Thomas Incoom,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,4.7
1536,26146,Kyle Kennard,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,4.7
1537,26127,Bradyn Swinson,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.7
1538,26225,Tyler Baron,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,4.6
1539,26558,Trace Ford,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.6
1540,23624,Dareke Young,LV,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.3,4.6
1541,22796,Charles Snowden,DAL,OLB,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.1,0.3,4.6
1542,26409,Connor O'Toole,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.3,4.6
1543,25204,Braiden McGregor,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,4.6
1544,26210,Que Robinson,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.3,4.5
1545,25164,Brennan Jackson,LV,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.3,4.5
1546,23665,Jaylon Jones,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,4.5
1547,25695,Shemar Bartholomew,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,4.4
1548,21913,Joe Bachie,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,4.4
1549,23445,Channing Tindall,ATL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,4.4
1550,26299,Donte Kent,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,4.3
1551,28571,Jaden Keller,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
1552,26446,Corey Thornton,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
1553,26473,Jacardia Wright,SEA,RB,17,0.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
1554,25100,Frank Gore Jr.,BUF,RB,17,0.0,0.0,0.0,38.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
1555,24227,DeMarcco Hellams,ATL,S,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,4.2
1556,25010,Ricky White III,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2
1557,22604,Tylan Wallace,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2
1558,26199,Jared Ivey,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,4.2
1559,28207,Skyler Thomas,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,4.2
1560,18030,Chris Moore,BAL,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.2,4.1
1561,23549,Percy Butler,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.1
1562,28193,Shad Banks Jr.,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,4.1
1563,28360,Sean Brown,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,4.0
1564,23348,Nephi Sewell,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,4.0
1565,24189,Kei'Trel Clark,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,4.0
1566,24487,Tre Hawkins III,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,4.0
1567,24421,Cameron Latu,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0
1568,25190,Kamal Hadden,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,4.0
1569,20559,J.T. Gray,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,4.0
1570,26186,Rayuan Lane III,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0
1571,23677,Dallis Flowers,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,3.9
1572,20081,Trent Sherfield,BUF,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9
1573,23627,Rodney Thomas II,SEA,S,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.8
1574,28050,Max Bredeson,MIN,FB,17,0.0,0.0,0.0,3.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,3.8
1575,23586,Julius Chestnut,TEN,RB,17,0.0,0.0,0.0,19.7,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,3.8
1576,26430,Myles Price,MIN,WR,17,0.0,0.0,0.0,0.0,0.0,1.8,19.5,0.0,0.0,0.0,0.0,0.0,0.2,3.8
1577,21021,Corey Ballentine,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.7
1578,22726,Tre Brown,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.6
1579,26485,John Saunders Jr.,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.6
1580,26953,Emmanuel Henderson Jr.,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,1.6,20.2,0.0,0.0,0.0,0.0,0.0,0.2,3.6
1581,26783,TJ Parker,BUF,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.6
1582,24001,Tre Avery,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.6
1583,26111,Alijah Huzzie,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.6
1584,22676,Kene Nwangwu,NYJ,RB,17,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.6
1585,26132,David Walker,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,3.6
1586,26139,Collin Oliver,GB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.5
1587,28065,Dani Dennis-Sutton,GB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.5
1588,28123,Domani Jackson,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.5
1589,22202,Khalil Dorsey,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.5
1590,26487,Greedy Vance,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.5
1591,23459,Derion Kendrick,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,3.5
1592,25149,Demani Richardson,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.5
1593,23168,Skyy Moore,GB,WR,17,0.0,0.0,0.0,3.0,0.0,1.4,17.2,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1594,25687,Bryce Oliver,TEN,WR,17,0.0,0.0,0.0,0.0,0.0,1.7,17.1,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1595,25146,Andre' Sam,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1596,26998,TJ Hall,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1597,24244,Rejzohn Wright,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1598,27019,Quintayvious Hutchins,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.4
1599,25469,Rico Payton,NYG,CB,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.3
1600,20219,Jonathan Owens,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.3
1601,28130,Avery Smith,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.3
1602,26390,Eric Rogers,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.3
1603,26301,Jordan Clark,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.3
1604,18658,Antonio Hamilton Sr.,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.3
1605,25346,Jaden Davis,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2
1606,24751,Tanner McCalister,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2
1607,28219,Michael Coats Jr.,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.2
1608,28531,Nate Evans,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.2
1609,25456,Chigozie Anusiem,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.2
1610,25507,PJ Jules,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1
1611,28186,Keyshawn James-Newby,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1
1612,26297,Trikweze Bridges,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.1
1613,25628,Loren Strickland,DET,S,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1
1614,23419,Akayleb Evans,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.1
1615,20903,Amani Oruwariye,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.0
1616,25173,Elijah Jones,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1617,28221,Ayden Garnes,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1618,28210,Kapena Gushiken,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1619,23550,Tariq Castro-Fields,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1620,26168,Mac McWilliams,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1621,24930,Sione Vaki,DET,RB,17,0.0,0.0,0.0,11.7,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1622,24229,Daniel Scott,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
1623,17762,Chris Manhertz,NYG,TE,17,0.0,0.0,0.0,0.0,0.0,1.4,15.3,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1624,28223,Mory Bamba,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1625,20217,Tavierre Thomas,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1626,24482,Jerrick Reed II,TEN,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1627,23750,Raheem Layne,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1628,27043,Jalen Stroman,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9
1629,20281,Mike Ford Jr,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,2.8
1630,26190,Robert Longerbeam,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1631,26286,Jack Henderson,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1632,24246,Darius Rush,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1633,25213,Caelen Carson,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1634,26115,Bilhal Kone,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1635,25452,British Brooks,HOU,RB,17,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
1636,26693,Derrick Canteen,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.7
1637,22052,C.J. Henderson,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,2.7
1638,23615,Ja'Sir Taylor,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6
1639,28119,Andre Fuller,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6
1640,28232,Michael Dansby,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6
1641,22226,Sam Franklin Jr.,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5
